Listing,Model,Platform,Carrier,Color,Storage,ListDate,ExpiredDate,SaleDate,Views,Quantity,Price,Condition,Title,Description,Damage,Sold
LUJY80854,Apple iPhone 11 Pro,iOS,Unlocked,Green,256 GB,"Sep 15, 2020",,"Sep 20, 2020",79,1,880,Mint,FLAWLESS IPHONE 11 PRO 256GB( FACTORY UNLOCKED) 90%🔋 FREE SHIPPING,iPhone comes with charger 🔌No issues with hardware or software everything works great 🚚📦Ship within 1-3 days with tracking number,,Yes
LUJZ77206,Apple iPhone 11 Pro,iOS,Unlocked,Gray,64 GB,"Sep 16, 2020","Sep 26, 2020",,5,1,895,Mint,,"
iPhone 11 Pro. Black 64GB. Comes with box and charger. Unlocked for all carriers.
",,
LUHU73892,Apple iPhone 11 Pro,iOS,Unlocked,Gray,64 GB,"Jul 21, 2020","Sep 25, 2020",,185,1,899,Mint,,"
(LIKE BRAND NEW)AT&T / H2o / Cricket / SPRINT / T-Mobile, MetroPCS  (Unlocked GSM)BOX/Accessories included -Wall/USB Charger, lighting cable.Thanks for looking!
***VERY IMPORTANT Note.(return accepted ONLY within 24hour after receive)***
Due to Paypal's recent policy change, Paypal will not refund their 3% service charge for any return/refund. Therefore, for any return/refund request there will be a 3% charge minus your total refund. Buyer is responsible for return shipping.------------------------------------------for more SPRINT Cellphones!!!Click below link.https://swappa.com/user/RBT093/listings/active--------------------------------------------------------------
WILL SHIP INTERNATIONAL any country, Buyer pays Fedex/USP label.
",,
LUFY06330,Apple iPhone 11 Pro,iOS,Unlocked,Gray,64 GB,"Jun 03, 2020","Sep 25, 2020",,484,1,899,Mint,,"
(LIKE BRAND NEW)AT&T / H2o / Cricket / SPRINT / T-Mobile, MetroPCS  (Unlocked GSM)BOX/Accessories included -Wall/USB Charger, lighting cable.Thanks for looking!
***VERY IMPORTANT Note.(return accepted ONLY within 24hour after receive)***
Due to Paypal's recent policy change, Paypal will not refund their 3% service charge for any return/refund. Therefore, for any return/refund request there will be a 3% charge minus your total refund. Buyer is responsible for return shipping.------------------------------------------for more SPRINT Cellphones!!!Click below link.https://swappa.com/user/RBT093/listings/active--------------------------------------------------------------
WILL SHIP INTERNATIONAL any country, Buyer pays Fedex/USP label.
",,
LUJX63904,Apple iPhone 11 Pro,iOS,Unlocked,Green,256 GB,"Sep 14, 2020","Sep 24, 2020",,58,1,900,Mint,,"
Switching to a Pixel device.  No longer need the iPhone.  Device is mint and has been in a case since day 1.  Screen is free of scratches and has had a protector on it since I bought it.
",,
LUJW33165,Apple iPhone 11 Pro,iOS,Unlocked,Gray,256 GB,"Sep 13, 2020","Sep 23, 2020",,32,1,875,Good,iPhone 11 Pro / Space Gray / 256GB / Unlocked,"Condition 9/10. Comes with original box and all never used original accessories (fast charging power block, headphones)","9/10, minor normal surface scratches that are only present/ visible in certain angles or light when the screen is off. Nothing that is present when the screen is on an in use",
LUKA36853,Apple iPhone 11 Pro,iOS,Unlocked,Green,256 GB,"Sep 17, 2020",,"Sep 21, 2020",62,1,925,Mint,Unlocked iPhone 11 Pro Mint 256 GB 100% battery health + Apple Smart Battery Case,"Mint condition, comes with original box, EarPods, and an extra screen protector (I can throw in a 5W charger if you want). 100% battery health. Warranty good til 10/15/20.Updating listing to include Apple Smart Battery Case",,Yes
LUKA86105,Apple iPhone 11 Pro,iOS,Unlocked,Green,256 GB,"Sep 17, 2020","Sep 27, 2020",,14,1,945,Good,iPhone 11 Pro Great Condition,Phone in brand new condition just don’t have packaging. The phone on the bottom right has a very small very unnoticeable scratch. If you use a case that cover all edges you won’t even see it. I will include the charger cable but no headphone.,Small scratch on bottom of phone by the speaker. From wear and tear. Nothing major.,
LUJV92857,Apple iPhone 11 Pro,iOS,Unlocked,Green,512 GB,"Sep 12, 2020",,"Sep 20, 2020",103,1,925,Mint,IPhone 11 Pro 512 GB 10/10 condition Midnight Green,"Selling my iPhone 11 Pro in pristine condition.  Includes box, charger, USB-C to lightning cable and Apple EarPods.",,Yes
LUJS76624,Apple iPhone 11 Pro,iOS,Unlocked,Silver,512 GB,"Sep 09, 2020","Sep 19, 2020",,65,1,1135,Mint,,"
Functionality:- Fully Functional: Yes- Carrier: Unlocked - Tested by Using Multiple Sims Cards- GB: 512 GB- iCloud Status: OFF- Find My Phone Status: OFF- Clean IMEI- Battery Health: 100 %
Included:- Device only- No charger, box, or instruction manual provided
Shipping Information: Orders are generally shipped within 2 business days via FedEx with signature & tracking number. Please make sure your PayPal address is correct, as we ship the package to the address provided by PayPal.
Returns: If the item is not as described, please upload pictures of any issues for verification. Issues must be reported within 2 business days of receiving the device. Buyer's remorse will incur a 10% restocking.
Feedback is vital to the success of our family business. If there is anything you aren't satisfied with ... Please let us know so we can resolve the issue as best as we can before leaving negative or neutral feedback.
",,
LUJC27787,Apple iPhone 11 Pro,iOS,Unlocked,Gray,64 GB,"Aug 24, 2020",,"Sep 18, 2020",164,1,815,Mint,,"
Hello Swappa usersiOS: 13.3.1IMEI: clean and ready for activation 100%Condition: like new Carrier:  factory unlocked GB: 64Battery Health: 98This device has been professionally tested and GUARANTEED functionality! Buy with confidence!Device has been wiped and factory reset. iCloud has been erased
Repairs and service coverage active under Apple through November 13 2020
",,Yes
LUKA68840,Apple iPhone 11 Pro,iOS,Unlocked,Gray,64 GB,"Sep 17, 2020",,"Sep 17, 2020",10,1,629,Mint,,"
For sale is a brand new in the box minus the plastic wrapping that comes on the phone, everything included in the original box as in headphones and wall adapter along with instruction booklet, original box.
",,Yes
LUJK18457,Apple iPhone 11 Pro,iOS,Unlocked,Silver,64 GB,"Aug 31, 2020",,"Sep 17, 2020",227,1,755,Good,,"
Title says it all. Please let me know if you need more images
","
Minor scuffs around the edges, no dents.
",Yes
LUJL92461,Apple iPhone 11 Pro,iOS,Unlocked,Silver,64 GB,"Sep 01, 2020",,"Sep 17, 2020",76,1,805,Mint,,"
Repairs and Service Coverage: ActiveYour product is covered for eligible hardware repairs and service under Apple’s Limited Warranty.Estimated Expiration Date: February 11, 2021
",,Yes
LUKA69846,Apple iPhone 11 Pro,iOS,Unlocked,Green,64 GB,"Sep 17, 2020",,"Sep 17, 2020",10,1,795,Good,,"
This is 64GB, iPhone 11 Pro, Midnight Green, fully unlocked (CDMA and GSM). Phone is in like new condition without any noticeable scratches on the body or screen. Phone comes with original box and all original accessories including USB-C cable, unused fast charger, unused ear pods.
","
It is in like new condition, fully working but, the whole body and the screen was replaced (with another Apple iPhone 11 pro) due to cracked screen and back glass. It was replaced by a professional (not Apple store) so, there is a battery message and display message on the setting (please see photos). All parts are original Apple parts.
",Yes
LUKA76533,Apple iPhone 11 Pro Max,iOS,Unlocked,Silver,64 GB,"Sep 16, 2020","Sep 26, 2020",,83,1,846,Fair,99% Battery Health FAST 2 DAY PRIORITY MAIL SHIPPING INCLUDED,"This is a silver iphone 11 Pro Max that is unlocked for all carriers domestically and internationally. 99% battery Health. Basically new and hardly used with no repairs ever conducted on device. Phone has been tested thoroughly and all functions including back camera, front camera, calls, texting, WiFi, Bluetooth, etc. work as new.I will include a charger outlet and the charging cable with purchase. Please note the charging cables are not Apple original but are of high quality.I will ship same or next day guaranteed. I ship via 2-day USPS priority mail so there is no need to buy express shipping unless you want me to overnight the phone to you!I will wipe down the phone before shipping as I hope you all stay safe and well!","There are light scratches on front screen, none that affect display when it is turned on. Will be shown in pics. Rest of the phone is in mint condition. Back glasses and edges are perfect condition",
LUJN72862,Apple iPhone 11 Pro Max,iOS,Unlocked,Green,64 GB,"Sep 04, 2020","Sep 24, 2020",,209,1,849,Good,*Trusted Seller* iPhone 11 Pro Max - 64gb - Unlocked - Apple Limited Warranty 11/2020,"iPhone 11 Pro MaxUnlocked64gb
Condition: This phone is in good condition. The device has minor wear and tear with light scratches on the screen, not noticeable unless under a direct light
Battery Health - 95%
Comes with 1m Lightning Cable Charger and 5W Wall Adapter
All phones come with a 30 day warranty and money back guarantee!
FREE Standard Shipping:Items are shipped next business dayUsually takes 2-3 business days for the deliveryWe do offer expedited shipping options via USPS.When the tracking number is available, your order will be updated via SALE PAGE.A 3% fee will be issued for incorrect address orders, please make sure the address is correct before placing your orderA 15% restocking fee will be charged on non-defective items / Buyer’s remorseWe ship USPS Priority for free but we highly recommend using our USPS express option for shipping. There are no known delays according to their website for express.","Light scratches on screen, not noticeable unless under a direct light",
LUJU39798,Apple iPhone 11 Pro Max,iOS,Unlocked,Green,64 GB,"Sep 10, 2020","Sep 24, 2020",,164,1,849,Good,*Trusted Seller* iPhone 11 Pro Max - 64gb - Unlocked - Apple Limited Warranty 3/9/2021,"iPhone 11 Pro MaxUnlocked64gb
Condition: This phone is in good condition. The device has minor wear and tear with light scratches on the screen.
Battery Health - 100%
Comes with 1m Lightning Cable Charger and 5W Wall Adapter
All phones come with a 30 day warranty and money back guarantee!
FREE Standard Shipping:Items are shipped next business dayUsually takes 2-3 business days for the deliveryWe do offer expedited shipping options via USPS.When the tracking number is available, your order will be updated via SALE PAGE.A 3% fee will be issued for incorrect address orders, please make sure the address is correct before placing your orderA 15% restocking fee will be charged on non-defective items / Buyer’s remorseWe ship USPS Priority for free but we highly recommend using our USPS express option for shipping. There are no known delays according to their website for express.",Light scratches on screen,
LUJF92722,Apple iPhone 11 Pro Max,iOS,Unlocked,Green,64 GB,"Aug 26, 2020","Sep 24, 2020",,180,1,849,Good,*Trusted Seller* iPhone 11 Pro Max - 64gb - Unlocked - 91% Battery Health,"iPhone 11 Pro MaxUnlocked64gb
Condition: This phone is in good condition. The device has minor wear and tear with light scratches on the screen that are not noticeable unless under a direct light
Battery Health - 91%
Comes with 1m Lightning Cable Charger and 5W Wall Adapter
All phones come with a 30 day warranty and money back guarantee!
FREE Standard Shipping:Items are shipped next business dayUsually takes 2-3 business days for the deliveryWe do offer expedited shipping options via USPS.When the tracking number is available, your order will be updated via SALE PAGE.A 3% fee will be issued for incorrect address orders, please make sure the address is correct before placing your orderA 15% restocking fee will be charged on non-defective items / Buyer’s remorseWe ship USPS Priority for free but we highly recommend using our USPS express option for shipping. There are no known delays according to their website for express.","Minor scratches on screen, not noticeable unless under direct light",
LUJQ89515,Apple iPhone 11 Pro Max,iOS,Unlocked,Gray,64 GB,"Sep 07, 2020","Sep 23, 2020",,129,1,850,Good,FAST SHIPPING WITH CHARGER,Unlocked and work with all carriers. Originally Verizon but paid off. Used with just minor signs of usecomes with regular apple charger,Near mint. very clean,
LUJZ34441,Apple iPhone 11 Pro Max,iOS,Unlocked,Gray,64 GB,"Sep 16, 2020",,"Sep 19, 2020",89,1,865,Mint,iPhone 11 Pro Max w/box and case - Warranty until 7/2021,"Mint condition iphone 11 Pro Max in space gray for sale. 100% battery health and apple are until  July  2021.
Comes in the original box with unused accessories, installed tempered glass screen protector and leather wallet case. 
I ship usps priority mail with signature confirmation. trusted seller!",,Yes
LUJP00445,Apple iPhone 11 Pro Max,iOS,Unlocked,Green,64 GB,"Sep 05, 2020","Sep 21, 2020",,94,1,869,Mint,,"
This phone is in mint / unused condition cosmetically and unlocked for use on all carriers.
Warranty active until August 14, 2021
No signs of use. This phone still has the plastic covering on the screen. See pictures.
This device is also guaranteed to have a CLEAN ESN and NO iCloud account.
ALL of our devices we list here are guaranteed to be fully functional and ready for use!
Comes with phone only
No returns due to buyers remorse
Will only ship to PayPal address
Please allow 24 hours for shipping.
*We do NOT ship internationally*
Thanks
",,
LUJP13167,Apple iPhone 11 Pro Max,iOS,Unlocked,Green,64 GB,"Sep 05, 2020","Sep 24, 2020",,59,1,869,Mint,,"
This phone is in mint / unused condition cosmetically and unlocked for use on all carriers.
Warranty active until August 14, 2021
No signs of use. This phone still has the plastic covering on the screen.  See pictures.
This device is also guaranteed to have a CLEAN ESN and NO iCloud account.
ALL of our devices we list here are guaranteed to be fully functional and ready for use!
Comes with phone only
No returns due to buyers remorse
Will only ship to PayPal address
Please allow 24 hours for shipping.
*We do NOT ship internationally*
Thanks
",,
LUJZ69994,Apple iPhone 11 Pro Max,iOS,Unlocked,Silver,64 GB,"Sep 16, 2020",,"Sep 20, 2020",170,1,869,Mint,iPhone 11 PRO MAX 64gb 97% 🔋 WITH Extras,"PRICE IS FIRM. Please do not ask for a lower price
BONUS = iPhone, Aftermarket charger and cable, screen protector, Carry Case
Condition: 10/10 condition. Battery health 97%
· This device has been professionally tested and is 100% functional.· This device is unlocked· All our IMEI’s are clean and guaranteed· All photos provided in listing are the actual photos of the device we will ship out.· All devices are NOT locked to any iCloud account or have any personal password.
Shipping Info:
· We strive to ship your order within 24 hours from payment. (Excludes weekends and public holidays)· We ship via USPS· We DO NOT offer combine shipping for any of our listings
Return Policy: If you discover any defect or functionality issues, you can return it & receive a full refund. We can work on replacement option if applicable.",,Yes
