Listing,Model,Platform,Carrier,Color,Storage,ListDate,ExpiredDate,SaleDate,Views,Quantity,Price,Condition,Title,Description,Damage,Sold
LUJJ34613,Apple iPhone 11,iOS,T-Mobile,Red,64 GB,"Aug 31, 2020",,,59,1,565,Good,iPhone 11 64GB T-Mobile (Red) | Good | Trusted Business Seller | 30 Day Warranty | Ships Fast,"This item is used, in good condition and ready for activation. Device has some marks on the front and back. See pictures. This item does NOT include its SIM Card. Device has been fully tested and passed our 30-point quality control inspection. Device will be shipped out within 1 business day. Devices are generally delivered within 3-5 business days after shipping.
We offer a 30-day money back guarantee on all our devices.
Includes:Phone only, no accessories
*Device does not include a sim card*
All devices come without accessories or SIM card unless otherwise noted.
--If you purchase a phone or tablet without a box from us: these devices are sold by themselves (handset only, without accessories). There are no chargers, SIM card ejectors, headphones or otherwise with the devices.--If you purchase a new device: the device will come with a box, USB cable, wall adapter, and other accessories if mentioned specifically in the description. --If you purchase a smartwatch: the watch and charger will be included--All devices come without SIM cards.
We use standard images (taken in-house!) on our listings which are general representations of condition. Please refer to Swappa's grading policies for further details.
The Cellular Resource is a business seller. We are open Monday - Friday from 10am - 6pm EST. We are not open on Saturday or Sunday. Your questions are important to us! We respond to customer inquiries in the order that they are received as soon as we can. We look forward to getting you a device quickly!",,
LUIJ11006,Apple iPhone 11,iOS,T-Mobile,Black,64 GB,"Aug 05, 2020",,,130,1,565,Good,iPhone 11 64GB T-Mobile (Black) | Good | Trusted Business Seller | 30 Day Warranty | Ships Fast,"This item is used, in good condition and ready for activation. Device has some marks on the front and back. See pictures. This item does NOT include its SIM Card. Device has been fully tested and passed our 30-point quality control inspection. Device will be shipped out within 1 business day. Devices are generally delivered within 3-5 business days after shipping.
We offer a 30-day money back guarantee on all our devices.
Includes:Phone only, no accessories
*Device does not include a sim card*
All devices come without accessories or SIM card unless otherwise noted.
--If you purchase a phone or tablet without a box from us: these devices are sold by themselves (handset only, without accessories). There are no chargers, SIM card ejectors, headphones or otherwise with the devices.--If you purchase a new device: the device will come with a box, USB cable, wall adapter, and other accessories if mentioned specifically in the description. --If you purchase a smartwatch: the watch and charger will be included--All devices come without SIM cards.
We use standard images (taken in-house!) on our listings which are general representations of condition. Please refer to Swappa's grading policies for further details.
The Cellular Resource is a business seller. We are open Monday - Friday from 10am - 6pm EST. We are not open on Saturday or Sunday. Your questions are important to us! We respond to customer inquiries in the order that they are received as soon as we can. We look forward to getting you a device quickly!",,
LUJO97007,Apple iPhone 11,iOS,T-Mobile,White,64 GB,"Sep 04, 2020",,"Sep 20, 2020",134,1,560,Good,*Trusted Seller* iPhone 11 - 64gb - T-Mobile | Metro PCS - Applecare+ 9/25/2021,"iPhone 11T-Mobile | Metro PCS64gb
Condition: This phone is in good condition. The device has minor wear and tear with light scratches on the screen.
Battery Health - 93%
Comes with 1m Lightning Cable Charger and 5W Wall Adapter
All phones come with a 30 day warranty and money back guarantee!
FREE Standard Shipping:Items are shipped next business dayUsually takes 2-3 business days for the deliveryWe do offer expedited shipping options via USPS.When the tracking number is available, your order will be updated via SALE PAGE.A 3% fee will be issued for incorrect address orders, please make sure the address is correct before placing your orderA 15% restocking fee will be charged on non-defective items / Buyer’s remorseWe ship USPS Priority for free but we highly recommend using our USPS express option for shipping. There are no known delays according to their website for express.",Light scratches on screen,Yes
LUJO61200,Apple iPhone 11,iOS,T-Mobile,Green,64 GB,"Sep 04, 2020","Sep 24, 2020",,91,1,560,Good,*Trusted Seller* iPhone 11 - 64gb - T-Mobile | Metro PCS - 100% Battery Health,"iPhone 11T-Mobile64gb
Condition: This phone is in good condition. The device has minor wear and tear with light scratches on the screen/back.
Battery Health - 100%
Comes with 1m Lightning Cable Charger and 5W Wall Adapter
All phones come with a 30 day warranty and money back guarantee!
FREE Standard Shipping:Items are shipped next business dayUsually takes 2-3 business days for the deliveryWe do offer expedited shipping options via USPS.When the tracking number is available, your order will be updated via SALE PAGE.A 3% fee will be issued for incorrect address orders, please make sure the address is correct before placing your orderA 15% restocking fee will be charged on non-defective items / Buyer’s remorseWe ship USPS Priority for free but we highly recommend using our USPS express option for shipping. There are no known delays according to their website for express.","Light scratches on screen, not noticeable unless under lightBack glass has some scratches",
LUKB17832,Apple iPhone 11,iOS,T-Mobile,Red,64 GB,"Sep 17, 2020","Sep 27, 2020",,5,1,560,Good,*Trusted Seller* iPhone 11 - 64gb - T-Mobile | Metro PCS - Apple Limited Warranty - 11/5/20,"iPhone 11T-Mobile | Metro PCS64gb
Condition: This phone is in good condition. The device has minor wear and tear on the sides of the phone.
Battery Health - 97%
Comes with 1m Lightning Cable Charger and 5W Wall Adapter
All phones come with a 30 day warranty and money back guarantee!
FREE Standard Shipping:Items are shipped next business dayUsually takes 2-3 business days for the deliveryWe do offer expedited shipping options via USPS.When the tracking number is available, your order will be updated via SALE PAGE.A 3% fee will be issued for incorrect address orders, please make sure the address is correct before placing your orderA 15% restocking fee will be charged on non-defective items / Buyer’s remorseWe ship USPS Priority for free but we highly recommend using our USPS express option for shipping. There are no known delays according to their website for express.",Minor wear on the sides,
LUJA64980,Apple iPhone 11,iOS,T-Mobile,Black,64 GB,"Aug 22, 2020","Sep 25, 2020",,161,1,619,Mint,Iphone 11 Tmobile 64gb black new condition box charger 100% battery 12/29/20 warranty,Iphone 11 Tmobile 64 black new condition No signs of use Comes with charger and box 100% battery life Apple warranty until 12/29/20Phone is for *Tmobile * carrier not unlocked for other carriers All returns Or changes of mind have a 3% PayPal fee,,
LUIQ90654,Apple iPhone 11,iOS,T-Mobile,Red,64 GB,"Aug 12, 2020","Sep 23, 2020",,197,1,630,Mint,✅Original Parts / Apple Warranty / 10/10 / 100% Battery / Buy with confidence!,"Hello Swappa usersiOS: 13.3.1IMEI: clean and ready for activation 100%Condition: like new Carrier:  T-Mobile GB: 64Battery Health: 100This device has been professionally tested and GUARANTEED functionality! Buy with confidence!Device has been wiped and factory reset. iCloud has been erased
Repairs and service coverage active through March 2, 2021under Apple warranty",,
LUDI99594,Apple iPhone 11,iOS,T-Mobile,White,64 GB,"Mar 27, 2020",,,212,1,658,Mint,,"
This phone is in MINT condition.  It is fully functional and has been tested by our certified technicians and verified compatible to work with T-Mobile.  This phone is in excellent condition with minimal to no scratches or blemishes.  The pictures provided are not of the actual phone but are an excellent example of the condition you will receive.  Do not hesitate to message us after your purchase if you need the IMEI ahead of time.
•	56 Point Testing Process:  •	Free Fast Shipping – All orders are shipped within 24 business hours from when we receive the order. •	30 Day Warranty •	Premium Customer Service - Live… YES LIVE! representatives available by phone Monday through Friday 9AM to 6PM eastern standard time. Quick responses to messages during business hours•	No SIM Card included This phone is locked to the carrier and will not be able to be unlocked.
Comes with compatible charger. No other accessories are included.
**WE ARE ONLY ABLE TO SHIP TO THE ADDRESS YOU PROVIDED UPON CHECKOUT.**ANY CANCELLED ORDERS ARE SUBJECT TO A 3% CANCELLATION FEE.
",,
LUDI45368,Apple iPhone 11,iOS,T-Mobile,Black,64 GB,"Mar 27, 2020",,,721,3,656,Mint,♻️ FREE FAST SHIPPING – T-MOBILE - MINT,"This phone is in MINT condition.  It is fully functional and has been tested by our certified technicians and verified compatible to work with T-Mobile.  This phone is in excellent condition with minimal to no scratches or blemishes.  The pictures provided are not of the actual phone but are an excellent example of the condition you will receive.  Do not hesitate to message us after your purchase if you need the IMEI ahead of time.
•	56 Point Testing Process:  •	Free Fast Shipping – All orders are shipped within 24 business hours from when we receive the order. •	30 Day Warranty •	Premium Customer Service - Live… YES LIVE! representatives available by phone Monday through Friday 9AM to 6PM eastern standard time. Quick responses to messages during business hours•	No SIM Card included This phone is locked to the carrier and will not be able to be unlocked.
Comes with compatible charger. No other accessories are included.
**WE ARE ONLY ABLE TO SHIP TO THE ADDRESS YOU PROVIDED UPON CHECKOUT.**ANY CANCELLED ORDERS ARE SUBJECT TO A 3% CANCELLATION FEE.",,
LUDI37925,Apple iPhone 11,iOS,T-Mobile,Red,64 GB,"Mar 27, 2020",,,631,2,656,Mint,♻️ FREE FAST SHIPPING – T-MOBILE - MINT,"This phone is in MINT condition.  It is fully functional and has been tested by our certified technicians and verified compatible to work with T-Mobile.  This phone is in excellent condition with minimal to no scratches or blemishes.  The pictures provided are not of the actual phone but are an excellent example of the condition you will receive.  Do not hesitate to message us after your purchase if you need the IMEI ahead of time.
•	56 Point Testing Process:  •	Free Fast Shipping – All orders are shipped within 24 business hours from when we receive the order. •	30 Day Warranty •	Premium Customer Service - Live… YES LIVE! representatives available by phone Monday through Friday 9AM to 6PM eastern standard time. Quick responses to messages during business hours•	No SIM Card included This phone is locked to the carrier and will not be able to be unlocked.
Comes with compatible charger. No other accessories are included.
**WE ARE ONLY ABLE TO SHIP TO THE ADDRESS YOU PROVIDED UPON CHECKOUT.**ANY CANCELLED ORDERS ARE SUBJECT TO A 3% CANCELLATION FEE.",,
LUDI92348,Apple iPhone 11,iOS,T-Mobile,Green,64 GB,"Mar 27, 2020",,,263,1,656,Mint,♻️ FREE FAST SHIPPING – T-MOBILE - MINT,"This phone is in MINT condition.  It is fully functional and has been tested by our certified technicians and verified compatible to work with T-Mobile.  This phone is in excellent condition with minimal to no scratches or blemishes.  The pictures provided are not of the actual phone but are an excellent example of the condition you will receive.  Do not hesitate to message us after your purchase if you need the IMEI ahead of time.
•	56 Point Testing Process:  •	Free Fast Shipping – All orders are shipped within 24 business hours from when we receive the order. •	30 Day Warranty •	Premium Customer Service - Live… YES LIVE! representatives available by phone Monday through Friday 9AM to 6PM eastern standard time. Quick responses to messages during business hours•	No SIM Card included This phone is locked to the carrier and will not be able to be unlocked.
Comes with compatible charger. No other accessories are included.
**WE ARE ONLY ABLE TO SHIP TO THE ADDRESS YOU PROVIDED UPON CHECKOUT.**ANY CANCELLED ORDERS ARE SUBJECT TO A 3% CANCELLATION FEE.",,
LUJS18145,Apple iPhone 11,iOS,T-Mobile,Red,64 GB,"Sep 09, 2020","Sep 19, 2020",,43,1,549,Fair,,"
Phone in terrific overall shape. See damage description and actual photos for specifics. I'm including a clear case thin case from Totallee and all original packaging. Includes power adapter and cable.
","
Back of phone in very good shape, small very fine scratches, from normal use, if anything.
Sides are in good shape other than a small blemish in lower left corner.
Screen not cracked, in good condition with small fine scratches and one deeper scratch in upper right quadrant.  Does not affect screen at all when used, but tried to capture in photos.Overall See photos of actual device and if you require any other photos I'd be happy to take them.
",
LUJH53839,Apple iPhone 11,iOS,T-Mobile,Green,64 GB,"Aug 29, 2020","Sep 22, 2020",,69,1,570,Good,Nearly MINT condition! Apple warranty!comes with cable and charger and pre installed Tempered glass,"Apple warranty expires March 12,2021High resolution pictures uploaded.Price is firmPictures are of exact item shown for sale.What's included:1. Phone 2.tempered glass 3.cable 4.chargerReturn Policy:Returns found to have no defect or due to buyer's remorse will incur a 25% restocking fee (non-negotiable).Returns not received in the exact same condition or due to accidental damage will not be honored and be sent back to buyer or incur a restocking fee between 50-75%.Will ship to address provided by PayPal.",9/10 condition. One tiny tiny scratch by the bottom left corner. Barely visible.,
LUIW47108,Apple iPhone 11,iOS,T-Mobile,Purple,64 GB,"Aug 17, 2020","Sep 22, 2020",,56,1,570,Good,Iphone 11 - Purple - 64gb - Great condition - includes case,Iphone 11 - purple - 64gb - Great condition - includes case & charger - see pictures,very slight scratch on screen - can't see it when display is on - see pictures - I tried to show it the best I could.  Other than that - perfect condition,
LUJV25242,Apple iPhone 11,iOS,T-Mobile,Red,64 GB,"Sep 11, 2020","Sep 21, 2020",,19,1,579,Good,iPhone 11 64GB TMobile,"Selling  my iPhone 11 , it works like new and no cracks. SIM not included .  .","The only noticeable  imperfections are some scratches on the front screen, some marks on the side  .  No cracks or any actual damage to the phone . SIM NOT INCLUDED .",
LUJD79923,Apple iPhone 11,iOS,T-Mobile,Black,64 GB,"Aug 25, 2020","Sep 25, 2020",,137,1,585,Mint,Mint Condition iPhone 11 64GB T-Mobile only | 100% Battery Cycle,(No further description provided by the seller),,
LUJY48014,Apple iPhone 11,iOS,T-Mobile,Black,128 GB,"Sep 15, 2020",,"Sep 19, 2020",75,1,590,Mint,MINT APPLE IPHONE 11 128GB BLACK T-MOBILE WITH APPLE WARRANTY TILL 6-12-2021,MINT APPLE IPHONE 11 128GB BLACK T-MOBILE PHONE. COMES IN ORIGINAL BOX WITH NEW ACCESSORIES. UNDER APPLE WARRANTY TILL 6-12-2021. WILL SHIP USPS PRIORITY MAIL WITH SIGNATURE REQUIRED. ANY QUESTIONS PLEASE ASK. NO LOW BALLERS!!,,Yes
LUJN89630,Apple iPhone 11,iOS,T-Mobile,Green,64 GB,"Sep 04, 2020","Sep 21, 2020",,34,1,610,Fair,IPHONE 11 ~ 64GB ~ T-MOBILE ~ GREEN ~ FAIR CONDITION ~ INCLUDES CHARGER AND CABLE,"*General Information*Updated to iOS 13.3.1Battery health is at 100%Apple limited warranty coverage has ended
This device is T-mobile.
*Condition*Fair condition. Please see photos.Scratches on the screen
All of our phones here at Flash Unlocks have passed our strict 21-point quality control, to ensure the device is free from any issues.
All devices are clean IMEI, paid off, and logged out of iCloud, as per Swappa guidelines.
*Accessories*Ships with a new charger and cable.Does not include original box, headphones, etc.
*Shipping*
Ships within 3 business days due to Coronavirus.
All small packages ship USPS Priority Mail and take 2-3 days to arrive on average.All larger packages are shipped via FedEx Ground.You will receive an estimated delivery date after you place your order.
*Any questions, please ask - thanks!*
Item #1206 FH JL",Scratches on the screen,
LUJV42911,Apple iPhone 11,iOS,T-Mobile,Purple,64 GB,"Sep 12, 2020","Sep 25, 2020",,39,1,619,Mint,LIKE BRAND NEW (SPRINT / T-MOBILE) ONLY,"(SPRINT / T-MOBILE) ONLYAccessories included -Wall/USB Charger, lighting cable.Factory reset and ready to setup new accountThis phone cannot be activated on a MVNO network such as - Boost Mobile, Virgin Mobile, Ting, Republic Wireless, Freedom Pop, Tello etc.Thanks for looking!note.(return accepted ONLY within 24hour after receive)Due to Paypal's recent policy change, Paypal will not refund their 3% service charge for any return/refund. Therefore, for any return/refund request there will be a 3% charge minus your total refund. Buyer is responsible for return shipping.------------------------------------------for more SPRINT Cellphones!!!Click below link.https://swappa.com/user/RBT093/listings/active------------------------------------------------------------------------------------",,
LUJI85594,Apple iPhone 11,iOS,T-Mobile,White,64 GB,"Aug 30, 2020","Sep 21, 2020",,75,1,620,Mint,Never used iPhone 11 Unlocked,"Phone is new. Never was carried. Never any real use.  Only opened to activate with carrier. Complete with original box, book, accessories.",,
LUJT64677,Apple iPhone 11,iOS,T-Mobile,Purple,64 GB,"Sep 10, 2020","Sep 26, 2020",,46,1,620,Mint,iPhone 11 64 GB | Mint Condition | Original Box With All Accessories | 100% Battery,"iPhone 11 - T-Mobile 64 GB - Purple - Mint Condition No signs of use Comes with original box and accessories, including: EarPods, Lightning Cable, 5W Wall Charger, Documentation, Apple Stickers100% Battery Life iPhone has been unlocked from T-Mobile (Only used on GSM networks)",,
LUJU24429,Apple iPhone 11,iOS,T-Mobile,Yellow,64 GB,"Sep 11, 2020",,"Sep 19, 2020",60,1,540,New,Description,(No further description provided by the seller),,Yes
LUJK17400,Apple iPhone 11,iOS,T-Mobile,Black,64 GB,"Sep 01, 2020","Sep 22, 2020",,61,1,659,New,**SEALED BRAND NEW Apple iPhone 11 64GB T-Mobile (Black)** 1YR WARRANTY,"Included: Brand New Apple iPhone 11 64GB T-Mobile Sealed Inside Retail Box (Black) w/Factory Accessories
SHIPPING POLICY:All items are shipped within 1 business day. Free shipping is sent via USPS and can take 2-6 business days to arrive. Any items that arrive damaged in transit must be reported within 24hrs of receipt.
RETURN POLICY:All items can be returned for a refund within 14 days. We charge a 20% restocking fee for any item returned within 14 days that is not defective. Items that are defective and returned between 15 - 90 days are by exchange only. We do not accept returns for an item that is damaged by incidental use.
ACCOUNT POLICY:All items that are returned MUST have the respective Apple, Google, Samsung account removed 1st. We cannot accept any returns that have an Apple, Google, Samsung account on the device.",,
LUJK80644,Apple iPhone 11,iOS,T-Mobile,Black,64 GB,"Sep 01, 2020","Sep 22, 2020",,43,1,659,New,**SEALED BRAND NEW Apple iPhone 11 64GB T-Mobile (Black)** 1YR WARRANTY,"Included: Brand New Apple iPhone 11 64GB T-Mobile Sealed Inside Retail Box (Black) w/Factory Accessories
SHIPPING POLICY:All items are shipped within 1 business day. Free shipping is sent via USPS and can take 2-6 business days to arrive. Any items that arrive damaged in transit must be reported within 24hrs of receipt.
RETURN POLICY:All items can be returned for a refund within 14 days. We charge a 20% restocking fee for any item returned within 14 days that is not defective. Items that are defective and returned between 15 - 90 days are by exchange only. We do not accept returns for an item that is damaged by incidental use.
ACCOUNT POLICY:All items that are returned MUST have the respective Apple, Google, Samsung account removed 1st. We cannot accept any returns that have an Apple, Google, Samsung account on the device.",,
LUIZ97958,Apple iPhone 11,iOS,T-Mobile,Black,128 GB,"Aug 21, 2020",,"Sep 17, 2020",161,1,669,Mint,iPhone 11 128gb new condition box charger warranty 3/5/21 100% battery,Iphone 11 Tmobile 128gb black new condition No signs of use Comes with charger and box 100% battery life Apple warranty until 3/5/21Phone is for *Tmobile * carrier not unlocked for other carriers All returns Or changes of mind have a 3% PayPal fee,,Yes
LUJZ67568,Apple iPhone 11,iOS,T-Mobile,Red,128 GB,"Sep 16, 2020",,"Sep 17, 2020",22,1,600,Mint,MINT APPLE IPHONE 11 128GB RED T-MOBILE  WITH APPLE WARRANTY TILL 5-27-2021,MINT APPLE IPHONE 11 128GB BLACK T-MOBILE PHONE. COMES IN ORIGINAL BOX WITH NEW ACCESSORIES. HAS FACTORY LENS TAPE STILL ON THE PHONE. DOESN'T LOOK LIKE IT WAS EVER USED. UNDER WARRANTY TILL 5-27-2021. BATTERY HEALTH 100%. WILL SHIP USPS PRIORITY MAIL WITH SIGNATURE REQUIRED. ANY QUESTIONS PLEASE ASK. NO LOW BALLERS!!,,Yes
LUJE29899,Apple iPhone 11,iOS,T-Mobile,Black,64 GB,"Aug 26, 2020",,"Sep 17, 2020",77,1,570,Good,*TRUSTED SELER* .APPLE WARRANTY! CABLE CHARGER TEMPERED GLASS,"Apple warranty expires March 12,2021High resolution pictures uploaded.Price is firmPictures are of exact item shown for sale.What's included:1. Phone 2.tempered glass 3.cable 4.chargerReturn Policy:Returns found to have no defect or due to buyer's remorse will incur a 25% restocking fee (non-negotiable).Returns not received in the exact same condition or due to accidental damage will not be honored and be sent back to buyer or incur a restocking fee between 50-75%.Will ship to address provided by PayPal.",NEAR MINT CONDITION! some light scuffs on frame towards the top side,Yes
LUJZ77707,Apple iPhone 11,iOS,T-Mobile,Green,128 GB,"Sep 16, 2020",,"Sep 17, 2020",21,1,600,Mint,,"
MINT APPLE IPHONE 11 128GB GREEN T-MOBILE PHONE. COMES IN ORIGINAL BOX WITH NEW ACCESSORIES. UNDER WARRANTY TILL 7-13-2021. BATTERY HEALTH 100%. WILL SHIP USPS PRIORITY MAIL WITH SIGNATURE REQUIRED. ANY QUESTIONS PLEASE ASK. NO LOW BALLERS!!
",,Yes
LUJV02061,Apple iPhone 11,iOS,T-Mobile,Red,64 GB,"Sep 11, 2020",,"Sep 17, 2020",32,1,569,Good,,"
iPhone 11T-Mobile | Metro PCS64gb
Condition: This phone is in good condition. The device has minor wear and tear with light scratches on the screen.
Battery Health - 100%
Comes with 1m Lightning Cable Charger and 5W Wall Adapter
All phones come with a 30 day warranty and money back guarantee!
FREE Standard Shipping:Items are shipped next business dayUsually takes 2-3 business days for the deliveryWe do offer expedited shipping options via USPS.When the tracking number is available, your order will be updated via SALE PAGE.A 3% fee will be issued for incorrect address orders, please make sure the address is correct before placing your orderA 15% restocking fee will be charged on non-defective items / Buyer’s remorseWe ship USPS Priority for free but we highly recommend using our USPS express option for shipping. There are no known delays according to their website for express.
","
Light scratches on screen
",Yes
LUKB13981,Apple iPhone 11 Pro,iOS,T-Mobile,Gray,64 GB,"Sep 17, 2020","Sep 27, 2020",,18,1,749,Good,*Trusted Seller* iPhone 11 Pro - 64gb - T-Mobile - 100% Battery Health,"iPhone 11 ProT-Mobile | Metro PCS64gb
Condition: This phone is in good condition. The device has minor wear and tear with light scratches on the screen.
Battery Health - 100%
Comes with 1m Lightning Cable Charger and 5W Wall Adapter
All phones come with a 30 day warranty and money back guarantee!
FREE Standard Shipping:Items are shipped next business dayUsually takes 2-3 business days for the deliveryWe do offer expedited shipping options via USPS.When the tracking number is available, your order will be updated via SALE PAGE.A 3% fee will be issued for incorrect address orders, please make sure the address is correct before placing your orderA 15% restocking fee will be charged on non-defective items / Buyer’s remorseWe ship USPS Priority for free but we highly recommend using our USPS express option for shipping. There are no known delays according to their website for express.",Light scratches on screen,
LUJH09656,Apple iPhone 11 Pro,iOS,T-Mobile,Gray,64 GB,"Aug 29, 2020","Sep 23, 2020",,135,1,775,Good,✅T-mobile Unlocked - 8.5/10 / 100% Battery / Buy with confidence!,"Hello Swappa usersiOS: 13.3.1IMEI: clean and ready for activation 100%Condition: light signs of use on housing, screen is mint Carrier:  factory unlocked GB: 64Battery Health: 100This device has been professionally tested and GUARANTEED functionality! Buy with confidence!Device has been wiped and factory reset. iCloud has been erased",None,
LUKA69619,Apple iPhone 11 Pro,iOS,T-Mobile,Gray,64 GB,"Sep 16, 2020",,"Sep 18, 2020",41,1,750,Mint,Unlocked 11 Pro w/ Original Accessories + Glass Screen Protectors. Fast Shipping!,Gently used iPhone 11 Pro. Includes original box and accessories plus glass screen protectors. Battery Health is 98%. Device has been unlocked.,,Yes
LUHU03914,Apple iPhone 11 Pro,iOS,T-Mobile,Green,64 GB,"Jul 21, 2020",,"Sep 18, 2020",198,0,779,Mint,Like NEW | Free Tempered Glass | New Accessories | 60 Day Warranty,"Like New Device» Mint Condition» Generic Box + NEW Accessories Included!» Factory Box IS NOT INCLUDED
T-Mobile + Metro - CLEAN ESN» Compatible with T-Mobile + Metro ONLY!» Can NOT be unlocked for other carriers!» 100% CLEAN / NON FINANCED IMEI
» Every item sold by Adopt-A-Phone™ includes a 60 day warranty for manufacturer defects!  » Every device is 100% GUARANTEED!",,Yes
LUJT09072,Apple iPhone 11 Pro,iOS,T-Mobile,Silver,64 GB,"Sep 10, 2020",,,39,1,779,Mint,Like NEW | Free Tempered Glass | New Accessories | 60 Day Warranty,"Like New Device» Mint Condition» Generic Box + NEW Accessories Included!» Factory Box IS NOT INCLUDED
T-Mobile + Metro - CLEAN ESN» Compatible with T-Mobile + Metro ONLY!» Can NOT be unlocked for other carriers!» 100% CLEAN / NON FINANCED IMEI
» Every item sold by Adopt-A-Phone™ includes a 60 day warranty for manufacturer defects!  » Every device is 100% GUARANTEED!",,
LUHU95603,Apple iPhone 11 Pro,iOS,T-Mobile,Gold,64 GB,"Jul 21, 2020",,,431,2,779,Mint,Like NEW | Free Tempered Glass | New Accessories | 60 Day Warranty,"Like New Device» Mint Condition» Generic Box + NEW Accessories Included!» Factory Box IS NOT INCLUDED
T-Mobile + Metro - CLEAN ESN» Compatible with T-Mobile + Metro ONLY!» Can NOT be unlocked for other carriers!» 100% CLEAN / NON FINANCED IMEI
» Every item sold by Adopt-A-Phone™ includes a 60 day warranty for manufacturer defects!  » Every device is 100% GUARANTEED!",,
LUJH53218,Apple iPhone 11 Pro,iOS,T-Mobile,Gold,64 GB,"Aug 29, 2020","Sep 23, 2020",,47,1,785,Good,✅T-Mobile Unlocked - 9.5/10 / 99% Battery / Buy with confidence! Fast ship,Hello Swappa usersiOS: 13.3.1IMEI: clean and ready for activation 100%Condition: near mint Carrier:  factory unlocked GB: 64Battery Health: 99This device has been professionally tested and GUARANTEED functionality! Buy with confidence!Device has been wiped and factory reset. iCloud has been erased,None,
LUJH34720,Apple iPhone 11 Pro,iOS,T-Mobile,Gray,64 GB,"Aug 29, 2020","Sep 23, 2020",,35,1,785,Good,✅T-Mobile Unlocked / 9.5/10 / 100% Battery / Buy with confidence! Fast ship,Hello Swappa usersiOS: 13.5IMEI: clean and ready for activation 100%Condition: near mint Carrier:  factory unlocked GB: 64Battery Health: 100This device has been professionally tested and GUARANTEED functionality! Buy with confidence!Device has been wiped and factory reset. iCloud has been erased,None,
LUJH39775,Apple iPhone 11 Pro,iOS,T-Mobile,Gray,64 GB,"Aug 29, 2020","Sep 23, 2020",,28,1,785,Good,✅Original Parts / Apple Warranty/ 97% Battery / Buy with confidence! Fast ship,Hello Swappa usersiOS: 13.3.1IMEI: clean and ready for activation 100%Condition: 9/10 light signs of use Carrier:  factory unlocked GB: 64Battery Health: 97This device has been professionally tested and GUARANTEED functionality! Buy with confidence!Device has been wiped and factory reset. iCloud has been erased,None,
LUJH43153,Apple iPhone 11 Pro,iOS,T-Mobile,Green,64 GB,"Aug 29, 2020","Sep 23, 2020",,49,1,785,Good,✅T-mobile Unlocked - 9.5/10 / 92% Battery / Buy with confidence! Fast ship,Hello Swappa usersiOS: 13.3.1IMEI: clean and ready for activation 100%Condition: near mint Carrier:  factory unlocked GB: 64Battery Health: 92This device has been professionally tested and GUARANTEED functionality! Buy with confidence!Device has been wiped and factory reset. iCloud has been erased,None,
LUIP32198,Apple iPhone 11 Pro,iOS,T-Mobile,Gold,64 GB,"Aug 11, 2020",,,74,1,869,Mint,CDMA + GSM Unlocked | Like New | Free Tempered Glass | 60 Day Warranty,"Like New Device» Mint Condition» Generic Box + NEW Accessories Included!» Factory Box IS NOT INCLUDED
Factory Unlocked » Compatible with all GSM + CDMA worldwide» Includes: AT&T, Verizon, Sprint, T-Mobile, Straight Talk, Metro PCS, Cricket, Boost, etc
» Every item sold by Adopt-A-Phone™ includes a 60 day warranty for manufacturer defects!  » Every device is 100% GUARANTEED!",,
LUIL80324,Apple iPhone 11 Pro,iOS,T-Mobile,Gray,64 GB,"Aug 07, 2020",,,99,2,869,Mint,CDMA + GSM Unlocked | Like New | Free Tempered Glass | 60 Day Warranty,"Like New Device» Mint Condition» Generic Box + NEW Accessories Included!» Factory Box IS NOT INCLUDED
Factory Unlocked » Compatible with all GSM + CDMA worldwide» Includes: AT&T, Verizon, Sprint, T-Mobile, Straight Talk, Metro PCS, Cricket, Boost, etc
» Every item sold by Adopt-A-Phone™ includes a 60 day warranty for manufacturer defects!  » Every device is 100% GUARANTEED!",,
LUIL84018,Apple iPhone 11 Pro,iOS,T-Mobile,Green,64 GB,"Aug 07, 2020",,,97,2,869,Mint,CDMA + GSM Unlocked | Like New | Free Tempered Glass | 60 Day Warranty,"Like New Device» Mint Condition» Generic Box + NEW Accessories Included!» Factory Box IS NOT INCLUDED
Factory Unlocked » Compatible with all GSM + CDMA worldwide» Includes: AT&T, Verizon, Sprint, T-Mobile, Straight Talk, Metro PCS, Cricket, Boost, etc
» Every item sold by Adopt-A-Phone™ includes a 60 day warranty for manufacturer defects!  » Every device is 100% GUARANTEED!",,
LUJF06066,Apple iPhone 11 Pro,iOS,T-Mobile,Gray,256 GB,"Aug 27, 2020",,"Sep 18, 2020",162,0,959,Mint,CDMA + GSM Unlocked | Like New | Free Tempered Glass | 60 Day Warranty,"Like New Device» Mint Condition» Generic Box + NEW Accessories Included!» Factory Box IS NOT INCLUDED
Factory Unlocked » Compatible with all GSM + CDMA worldwide» Includes: AT&T, Verizon, Sprint, T-Mobile, Straight Talk, Metro PCS, Cricket, Boost, etc
» Every item sold by Adopt-A-Phone™ includes a 60 day warranty for manufacturer defects!  » Every device is 100% GUARANTEED!",,Yes
LUJT49453,Apple iPhone 11 Pro,iOS,T-Mobile,Green,64 GB,"Sep 10, 2020","Sep 20, 2020",,62,1,748,Good,,"
AppleCare+ 1/18/2022
- Battery Health 91%- Screen: 9.5/10- Carrier Unlocked- 64 GB- Box & Manuals- Used Silicone Case- Used Lightning to USB Cable- Used 5W USB Power Adapter
Make Me An Offer.
","
Minor Scratches.
",
